iid,gender,age,imprace,imprelig,goal,date,go_out,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,pca_1,pca_2
215.0,1.0,26.0,3.0,1.0,1.0,4.0,1.0,8.0,6.0,9.0,9.0,6.0,4.0,2.0,7.0,6.0,9.0,5.0,2.0,9.0,2.0,7.0,9.0,2.0,7.0,7.0,8.0,9.0,9.0,9.0,1.187256197045075,-1.6382445359225588
216.0,1.0,27.0,7.0,1.0,2.0,5.0,3.0,2.0,1.0,2.0,7.0,7.0,5.0,3.0,5.0,1.0,13.0,6.0,6.0,7.0,6.0,5.0,2.0,1.0,6.0,5.0,10.0,9.0,9.0,10.0,0.9726121465666708,3.5417412857508155
217.0,1.0,26.0,8.0,1.0,5.0,4.0,2.0,1.0,2.0,8.0,7.0,8.0,8.0,10.0,1.0,2.0,10.0,4.0,8.0,6.0,10.0,10.0,1.0,7.0,3.0,7.0,10.0,7.0,10.0,10.0,-1.2682263329272363,3.342198401003403
218.0,1.0,24.0,9.0,5.0,1.0,4.0,2.0,9.0,3.0,5.0,7.0,9.0,10.0,7.0,3.0,7.0,5.0,1.0,5.0,7.0,8.0,8.0,6.0,1.0,3.0,7.0,6.0,3.0,10.0,10.0,-0.4172630744266068,0.5685332594726137
219.0,1.0,26.0,1.0,1.0,1.0,3.0,2.0,8.0,2.0,7.0,7.0,7.0,8.0,3.0,3.0,6.0,7.0,2.0,6.0,7.0,7.0,10.0,3.0,10.0,7.0,7.0,7.0,6.0,9.0,6.0,-1.0508902263557927,0.4646849489039387
220.0,1.0,25.0,1.0,1.0,1.0,5.0,2.0,9.0,9.0,5.0,10.0,9.0,10.0,10.0,6.0,8.0,10.0,2.0,5.0,5.0,5.0,9.0,5.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,-1.4133143416661778,-0.9876437600051199
221.0,1.0,27.0,6.0,1.0,2.0,6.0,3.0,5.0,6.0,3.0,7.0,6.0,3.0,4.0,3.0,7.0,8.0,7.0,8.0,8.0,4.0,4.0,4.0,1.0,6.0,7.0,9.0,7.0,9.0,9.0,1.3676417732357269,0.6981022431477657
222.0,1.0,27.0,8.0,3.0,2.0,6.0,3.0,5.0,1.0,6.0,8.0,10.0,9.0,6.0,4.0,7.0,9.0,1.0,9.0,9.0,10.0,8.0,3.0,1.0,3.0,4.0,9.0,7.0,9.0,4.0,-1.9779399805938134,2.5766324107778056
223.0,1.0,28.0,6.0,6.0,2.0,4.0,2.0,8.0,7.0,6.0,6.0,8.0,7.0,6.0,7.0,8.0,9.0,6.0,5.0,10.0,6.0,7.0,5.0,2.0,7.0,7.0,8.0,7.0,9.0,6.0,-0.6674971960978969,-0.8171785423641823
224.0,1.0,32.0,1.0,3.0,6.0,7.0,4.0,6.0,4.0,4.0,7.0,5.0,5.0,5.0,6.0,8.0,10.0,1.0,8.0,9.0,2.0,4.0,1.0,8.0,5.0,8.0,10.0,8.0,8.0,8.0,1.1754536075852204,1.872646525378408
225.0,1.0,28.0,4.0,9.0,1.0,7.0,2.0,10.0,8.0,3.0,8.0,8.0,8.0,7.0,3.0,9.0,8.0,8.0,9.0,7.0,9.0,9.0,2.0,6.0,4.0,5.0,9.0,7.0,6.0,7.0,-1.428920843746793,-0.2908685060608127
226.0,1.0,23.0,1.0,3.0,2.0,3.0,1.0,10.0,7.0,8.0,6.0,7.0,7.0,3.0,2.0,8.0,4.0,5.0,6.0,7.0,4.0,9.0,2.0,4.0,3.0,10.0,10.0,10.0,10.0,10.0,0.8566915699760786,-0.9826429947670323
227.0,1.0,26.0,7.0,7.0,2.0,6.0,3.0,7.0,7.0,7.0,10.0,9.0,7.0,2.0,6.0,5.0,10.0,8.0,8.0,9.0,5.0,7.0,5.0,1.0,5.0,7.0,10.0,8.0,10.0,10.0,-0.5694896234784249,0.09140424916848527
228.0,1.0,24.0,1.0,4.0,3.0,7.0,3.0,3.0,1.0,2.0,8.0,4.0,5.0,8.0,4.0,6.0,9.0,2.0,4.0,7.0,8.0,9.0,2.0,8.0,7.0,5.0,8.0,4.0,7.0,8.0,0.47380041267942946,1.7861560870817594
229.0,1.0,28.0,7.0,1.0,1.0,6.0,3.0,8.0,5.0,7.0,7.0,1.0,1.0,5.0,3.0,3.0,8.0,5.0,1.0,5.0,2.0,6.0,1.0,1.0,3.0,8.0,7.0,5.0,10.0,10.0,5.243231808167631,0.17558948245802108
230.0,1.0,42.0,5.0,1.0,2.0,7.0,3.0,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,-3.7108577705523786,3.8884296231830247
231.0,1.0,30.0,1.0,1.0,1.0,6.0,3.0,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,5.0,8.0,8.0,8.0,9.0,3.0,-1.9948052928636515,2.0010303515617216
232.0,1.0,31.0,4.0,7.0,2.0,5.0,4.0,5.0,5.0,9.0,8.0,7.0,8.0,9.0,3.0,8.0,7.0,4.0,6.0,8.0,7.0,7.0,3.0,5.0,4.0,8.0,8.0,8.0,8.0,6.0,-0.26896298746310776,0.7059098998751756
233.0,1.0,29.0,1.0,1.0,1.0,3.0,2.0,10.0,9.0,8.0,10.0,8.0,8.0,7.0,9.0,8.0,5.0,10.0,8.0,10.0,10.0,10.0,8.0,6.0,7.0,7.0,8.0,8.0,7.0,8.0,-3.3742761251466415,-3.3370466013639026
243.0,1.0,27.0,2.0,3.0,2.0,6.0,2.0,7.0,2.0,7.0,9.0,5.0,8.0,5.0,7.0,3.0,9.0,5.0,5.0,9.0,8.0,8.0,6.0,2.0,6.0,7.0,9.0,8.0,9.0,5.0,-0.46675024597192716,0.36478286804518184
244.0,1.0,28.0,8.0,9.0,2.0,5.0,3.0,5.0,2.0,10.0,8.0,6.0,4.0,9.0,1.0,3.0,13.0,9.0,8.0,9.0,3.0,4.0,3.0,1.0,5.0,7.0,10.0,7.0,10.0,10.0,1.3825750637144496,1.9617451816811828
245.0,1.0,32.0,1.0,6.0,4.0,5.0,2.0,3.0,1.0,2.0,6.0,7.0,8.0,4.0,8.0,6.0,9.0,2.0,7.0,8.0,6.0,6.0,1.0,6.0,2.0,5.0,7.0,6.0,8.0,7.0,0.11268435636888612,3.296923919118258
246.0,1.0,25.0,7.0,1.0,1.0,7.0,6.0,6.0,5.0,5.0,7.0,5.0,5.0,3.0,2.0,6.0,8.0,8.0,9.0,9.0,8.0,9.0,5.0,2.0,3.0,7.0,8.0,6.0,7.0,6.0,-0.43979462702260913,0.400548785669873
247.0,1.0,25.0,1.0,1.0,1.0,6.0,4.0,5.0,4.0,7.0,1.0,3.0,2.0,9.0,4.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,6.0,6.0,5.0,10.0,2.0,8.0,4.0,4.339614254645086,0.3240100192202238
248.0,1.0,27.0,1.0,1.0,1.0,4.0,1.0,7.0,1.0,8.0,7.0,5.0,1.0,8.0,6.0,8.0,6.0,3.0,7.0,7.0,4.0,7.0,6.0,1.0,6.0,5.0,6.0,8.0,8.0,8.0,1.469531500553237,-0.47392255363445024
249.0,1.0,33.0,2.0,7.0,2.0,3.0,1.0,7.0,9.0,1.0,10.0,8.0,6.0,1.0,1.0,6.0,10.0,7.0,3.0,8.0,8.0,5.0,4.0,1.0,5.0,7.0,9.0,7.0,10.0,7.0,0.8405000524598173,1.2719393673911181
250.0,1.0,25.0,1.0,1.0,4.0,2.0,1.0,7.0,2.0,8.0,10.0,10.0,10.0,6.0,1.0,2.0,10.0,1.0,9.0,9.0,10.0,10.0,6.0,5.0,7.0,10.0,9.0,9.0,10.0,10.0,-3.1528033172862164,2.024617339838023
251.0,1.0,33.0,2.0,2.0,6.0,4.0,1.0,7.0,6.0,1.0,6.0,8.0,8.0,5.0,8.0,4.0,9.0,7.0,6.0,9.0,6.0,8.0,2.0,3.0,5.0,8.0,10.0,9.0,10.0,9.0,-0.6234768917500686,1.351441185953525
273.0,1.0,29.0,8.0,4.0,2.0,5.0,2.0,6.0,1.0,5.0,7.0,7.0,4.0,8.0,1.0,3.0,2.0,5.0,7.0,8.0,8.0,8.0,3.0,2.0,5.0,7.0,10.0,5.0,7.0,7.0,0.7560081174866101,1.2517644286865184
274.0,1.0,24.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,7.0,6.0,5.0,4.0,5.0,1.0,10.0,7.0,6.0,8.0,9.0,10.0,8.0,7.0,6.0,7.0,7.0,10.0,9.0,9.0,-1.0974628790420358,1.0719203734425764
275.0,1.0,21.0,1.0,1.0,2.0,4.0,3.0,9.0,1.0,10.0,6.0,7.0,7.0,4.0,6.0,5.0,10.0,1.0,9.0,7.0,7.0,9.0,5.0,9.0,6.0,10.0,7.0,6.0,10.0,10.0,-1.4324366415222325,0.1277543999001653
276.0,1.0,26.0,7.0,3.0,2.0,4.0,1.0,6.0,2.0,8.0,9.0,8.0,9.0,2.0,3.0,6.0,9.0,1.0,4.0,7.0,6.0,7.0,2.0,2.0,4.0,7.0,6.0,7.0,10.0,8.0,0.6151085680652947,1.9457852510592117
277.0,1.0,25.0,1.0,1.0,1.0,7.0,5.0,10.0,6.0,10.0,5.0,8.0,8.0,10.0,5.0,3.0,8.0,2.0,7.0,8.0,6.0,6.0,1.0,2.0,5.0,4.0,8.0,8.0,8.0,5.0,0.016123710791056543,0.07770181822690116
278.0,1.0,32.0,1.0,1.0,1.0,3.0,1.0,8.0,1.0,5.0,9.0,9.0,9.0,9.0,5.0,8.0,9.0,5.0,7.0,9.0,9.0,9.0,5.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,-2.586786710427047,0.8109157116053117
279.0,1.0,25.0,7.0,1.0,3.0,4.0,2.0,7.0,1.0,6.0,5.0,2.0,3.0,5.0,3.0,4.0,9.0,6.0,3.0,8.0,1.0,2.0,1.0,1.0,7.0,8.0,9.0,6.0,10.0,7.0,4.218418646443069,0.9944063122199289
280.0,1.0,25.0,2.0,1.0,3.0,6.0,2.0,8.0,1.0,5.0,5.0,6.0,5.0,5.0,4.0,2.0,10.0,2.0,7.0,10.0,7.0,8.0,2.0,2.0,5.0,5.0,9.0,5.0,8.0,6.0,0.16303433906101383,1.9200856185696822
281.0,1.0,27.0,2.0,5.0,6.0,5.0,5.0,4.0,4.0,2.0,4.0,7.0,5.0,8.0,1.0,2.0,6.0,2.0,6.0,8.0,7.0,5.0,3.0,9.0,2.0,7.0,8.0,6.0,8.0,5.0,1.0597723383276532,2.7726028520470347
282.0,1.0,23.0,1.0,1.0,1.0,4.0,3.0,10.0,10.0,10.0,5.0,4.0,4.0,4.0,7.0,8.0,9.0,5.0,7.0,7.0,7.0,10.0,5.0,1.0,5.0,7.0,9.0,9.0,7.0,10.0,0.28950021178753094,-2.628098854759985
283.0,1.0,27.0,1.0,1.0,1.0,4.0,2.0,9.0,6.0,6.0,6.0,4.0,4.0,8.0,6.0,6.0,8.0,1.0,5.0,3.0,3.0,7.0,2.0,7.0,5.0,9.0,9.0,9.0,9.0,9.0,2.474280186615744,-0.3076981188992659
284.0,1.0,27.0,1.0,5.0,1.0,5.0,2.0,9.0,2.0,5.0,7.0,7.0,9.0,8.0,1.0,5.0,9.0,5.0,5.0,9.0,8.0,9.0,8.0,5.0,7.0,7.0,6.0,7.0,8.0,7.0,-1.6215142425380356,0.49759871147785706
285.0,1.0,24.0,1.0,1.0,4.0,6.0,6.0,5.0,7.0,6.0,10.0,9.0,10.0,9.0,14.0,5.0,9.0,7.0,3.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,10.0,10.0,10.0,8.0,-3.97673985313202,-2.2435804072556627
286.0,1.0,22.0,4.0,7.0,1.0,6.0,3.0,7.0,3.0,4.0,3.0,8.0,7.0,9.0,9.0,4.0,8.0,6.0,8.0,7.0,8.0,6.0,3.0,8.0,7.0,3.0,6.0,6.0,7.0,7.0,-0.9452174047811499,0.05282834564480216
287.0,1.0,22.0,1.0,1.0,1.0,7.0,3.0,2.0,1.0,5.0,7.0,2.0,2.0,9.0,6.0,4.0,10.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0,8.0,7.0,10.0,5.0,7.0,10.0,-0.81694384181458,0.01417615352673863
288.0,1.0,27.0,3.0,5.0,1.0,6.0,3.0,9.0,5.0,3.0,8.0,5.0,5.0,6.0,4.0,4.0,9.0,2.0,6.0,7.0,5.0,7.0,2.0,2.0,5.0,5.0,8.0,7.0,8.0,7.0,1.6260697967345372,1.0174961533560194
289.0,1.0,28.0,1.0,2.0,1.0,4.0,1.0,10.0,6.0,1.0,7.0,3.0,6.0,10.0,5.0,3.0,10.0,6.0,5.0,7.0,6.0,8.0,2.0,1.0,7.0,4.0,9.0,10.0,8.0,8.0,1.1403978499578558,0.20515545626702816
290.0,1.0,34.0,2.0,6.0,2.0,5.0,2.0,7.0,1.0,8.0,7.0,7.0,4.0,3.0,2.0,1.0,10.0,1.0,3.0,5.0,9.0,10.0,2.0,5.0,5.0,5.0,4.0,5.0,10.0,9.0,1.1408854900250833,2.444251099224724
291.0,1.0,27.0,5.0,5.0,1.0,3.0,2.0,9.0,7.0,7.0,7.0,7.0,7.0,5.0,6.0,5.0,7.0,5.0,6.0,7.0,5.0,8.0,5.0,5.0,6.0,6.0,9.0,7.0,9.0,9.0,0.07931038357590299,-0.9183742134024
292.0,1.0,28.0,7.0,1.0,1.0,2.0,1.0,10.0,5.0,8.0,8.0,7.0,5.0,10.0,7.0,9.0,7.0,4.0,7.0,9.0,5.0,10.0,1.0,1.0,6.0,8.0,10.0,8.0,10.0,10.0,-0.2456276553158805,-1.0925705422453522
293.0,1.0,28.0,3.0,7.0,2.0,5.0,2.0,6.0,9.0,7.0,10.0,8.0,7.0,6.0,6.0,8.0,9.0,6.0,9.0,9.0,8.0,8.0,6.0,4.0,6.0,7.0,10.0,9.0,9.0,9.0,-1.83616415344365,-0.6639166199447631
308.0,1.0,27.0,7.0,3.0,1.0,7.0,2.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,3.0,7.0,9.0,8.0,9.0,7.0,8.0,7.0,7.0,7.0,7.0,10.0,8.0,8.0,7.0,-2.008586515901538,-1.1294059538558943
309.0,1.0,32.0,5.0,9.0,3.0,3.0,2.0,6.0,4.0,4.0,9.0,8.0,10.0,8.0,5.0,7.0,9.0,6.0,8.0,9.0,8.0,10.0,4.0,4.0,7.0,7.0,8.0,9.0,9.0,7.0,-2.2751487354244677,1.1200896499996247
310.0,1.0,25.0,7.0,8.0,1.0,3.0,1.0,2.0,2.0,3.0,7.0,6.0,6.0,3.0,8.0,5.0,9.0,8.0,7.0,9.0,5.0,6.0,5.0,3.0,6.0,7.0,6.0,8.0,7.0,4.0,0.1912861125655828,1.2517244940830583
311.0,1.0,29.0,1.0,1.0,2.0,6.0,1.0,10.0,8.0,9.0,10.0,7.0,6.0,8.0,9.0,1.0,7.0,4.0,6.0,8.0,10.0,10.0,9.0,8.0,8.0,9.0,9.0,10.0,9.0,3.0,-1.9787333680774608,-2.1845610145354826
312.0,1.0,23.0,3.0,1.0,2.0,4.0,2.0,7.0,7.0,5.0,7.0,9.0,8.0,10.0,5.0,3.0,8.0,5.0,6.0,9.0,7.0,8.0,2.0,1.0,5.0,8.0,7.0,7.0,9.0,9.0,-0.7539819258217418,0.5017406048070168
313.0,1.0,27.0,2.0,3.0,1.0,4.0,1.0,9.0,8.0,6.0,8.0,6.0,3.0,6.0,1.0,9.0,6.0,3.0,2.0,7.0,8.0,10.0,5.0,1.0,6.0,7.0,8.0,8.0,8.0,6.0,1.1133673062225442,-1.287685750791323
314.0,1.0,32.0,3.0,1.0,2.0,6.0,2.0,9.0,2.0,7.0,8.0,6.0,4.0,2.0,2.0,2.0,6.0,7.0,3.0,7.0,6.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,9.0,7.0,0.7846721503788292,-0.0928227845320856
315.0,1.0,27.0,1.0,4.0,3.0,5.0,3.0,8.0,2.0,2.0,8.0,8.0,8.0,8.0,2.0,8.0,7.0,1.0,8.0,9.0,7.0,7.0,2.0,2.0,5.0,6.0,10.0,6.0,8.0,7.0,-0.6015082025451962,1.964359455482112
316.0,1.0,25.0,3.0,3.0,2.0,4.0,1.0,9.0,3.0,5.0,7.0,6.0,6.0,6.0,4.0,6.0,9.0,5.0,4.0,4.0,7.0,9.0,4.0,1.0,5.0,6.0,8.0,7.0,8.0,9.0,1.0940363377981395,0.28120045289810885
317.0,1.0,30.0,1.0,1.0,1.0,4.0,1.0,8.0,1.0,5.0,10.0,6.0,10.0,4.0,3.0,8.0,4.0,1.0,10.0,10.0,8.0,9.0,1.0,1.0,7.0,7.0,3.0,8.0,8.0,5.0,-1.4805988931233771,1.252882617445653
318.0,1.0,29.0,1.0,1.0,2.0,6.0,1.0,8.0,4.0,8.0,6.0,4.0,5.0,7.0,7.0,7.0,7.0,6.0,7.0,8.0,5.0,8.0,7.0,6.0,6.0,6.0,10.0,6.0,10.0,10.0,-0.10769601454507444,-1.2776763032028424
319.0,1.0,26.0,2.0,4.0,6.0,7.0,2.0,8.0,7.0,5.0,7.0,5.0,4.0,8.0,7.0,1.0,5.0,7.0,2.0,2.0,10.0,9.0,2.0,3.0,7.0,5.0,10.0,6.0,9.0,3.0,2.21524398733782,-0.9145481619012095
320.0,1.0,36.0,6.0,8.0,4.0,5.0,5.0,4.0,1.0,9.0,9.0,8.0,4.0,6.0,3.0,1.0,10.0,1.0,5.0,7.0,2.0,5.0,2.0,1.0,6.0,8.0,8.0,9.0,9.0,7.0,2.416562340217636,3.414720292601446
321.0,1.0,29.0,3.0,3.0,1.0,5.0,1.0,7.0,4.0,4.0,8.0,5.0,5.0,4.0,2.0,7.0,5.0,2.0,6.0,8.0,6.0,7.0,2.0,1.0,6.0,6.0,8.0,7.0,7.0,8.0,1.3840529256252603,0.8407217034642491
332.0,1.0,30.0,1.0,1.0,3.0,7.0,4.0,7.0,2.0,8.0,5.0,10.0,10.0,7.0,3.0,7.0,9.0,5.0,8.0,10.0,5.0,9.0,7.0,1.0,7.0,5.0,10.0,6.0,6.0,10.0,-2.533696959196719,1.0166924856656039
333.0,1.0,23.0,5.0,3.0,1.0,3.0,1.0,10.0,5.0,10.0,7.0,3.0,1.0,10.0,5.0,3.0,8.0,2.0,4.0,8.0,2.0,4.0,3.0,6.0,7.0,7.0,4.0,7.0,9.0,9.0,3.252786853195982,-1.2271107707206796
334.0,1.0,29.0,1.0,1.0,1.0,5.0,3.0,9.0,4.0,9.0,9.0,8.0,8.0,5.0,6.0,8.0,5.0,5.0,6.0,6.0,3.0,5.0,8.0,5.0,5.0,8.0,7.0,8.0,8.0,9.0,0.15663345407210272,-1.0567716239363045
335.0,1.0,24.0,1.0,8.0,1.0,3.0,3.0,9.0,1.0,9.0,4.0,7.0,7.0,4.0,1.0,4.0,8.0,6.0,5.0,4.0,3.0,8.0,5.0,7.0,6.0,8.0,7.0,9.0,8.0,8.0,1.168408268532206,0.4120542395663776
336.0,1.0,25.0,1.0,5.0,1.0,5.0,2.0,5.0,4.0,4.0,5.0,8.0,10.0,4.0,1.0,1.0,9.0,4.0,6.0,10.0,10.0,10.0,3.0,4.0,4.0,5.0,9.0,7.0,7.0,9.0,-1.6917546594970836,2.4238110462685465
337.0,1.0,28.0,1.0,1.0,1.0,5.0,3.0,9.0,9.0,8.0,8.0,8.0,7.0,5.0,4.0,6.0,7.0,5.0,7.0,8.0,7.0,6.0,4.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,-0.45264649504425347,-0.7821850317360433
338.0,1.0,27.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,7.0,6.0,8.0,8.0,8.0,6.0,6.0,8.0,4.0,10.0,10.0,7.0,7.0,5.0,10.0,2.0,7.0,9.0,7.0,9.0,10.0,-2.306500808549546,1.372135195299798
339.0,1.0,26.587591240875913,3.36,3.0327272727272727,2.2,4.835766423357664,2.1563636363636363,7.054545454545455,4.974545454545455,6.2,7.410909090909091,6.505454545454546,6.167272727272727,5.578181818181818,4.432727272727273,5.592727272727273,7.392727272727273,4.927272727272728,6.029090909090909,7.654545454545454,6.541818181818182,7.709090909090909,4.741818181818182,3.767272727272727,5.850909090909091,6.945255474452555,8.105839416058394,7.507299270072993,8.474452554744525,7.525547445255475,-4.6205238185288107e-17,-6.4397214687039504e-18
340.0,1.0,26.587591240875913,3.36,3.0327272727272727,2.2,4.835766423357664,2.1563636363636363,7.054545454545455,4.974545454545455,6.2,7.410909090909091,6.505454545454546,6.167272727272727,5.578181818181818,4.432727272727273,5.592727272727273,7.392727272727273,4.927272727272728,6.029090909090909,7.654545454545454,6.541818181818182,7.709090909090909,4.741818181818182,3.767272727272727,5.850909090909091,6.945255474452555,8.105839416058394,7.507299270072993,8.474452554744525,7.525547445255475,-4.6205238185288107e-17,-6.4397214687039504e-18
361.0,1.0,34.0,5.0,5.0,2.0,6.0,6.0,3.0,1.0,3.0,5.0,9.0,10.0,3.0,3.0,4.0,10.0,6.0,8.0,9.0,7.0,7.0,3.0,2.0,5.0,7.0,7.0,5.0,7.0,9.0,-1.3970642679527892,3.655892084367713
362.0,1.0,30.0,1.0,1.0,1.0,4.0,3.0,8.0,2.0,1.0,9.0,6.0,6.0,6.0,4.0,7.0,6.0,4.0,6.0,6.0,6.0,6.0,7.0,2.0,9.0,7.0,7.0,9.0,8.0,8.0,0.3392917972210828,0.40236911370831463
363.0,1.0,23.0,1.0,1.0,3.0,6.0,2.0,3.0,3.0,9.0,10.0,4.0,5.0,8.0,6.0,9.0,7.0,5.0,5.0,8.0,7.0,5.0,8.0,5.0,7.0,5.0,7.0,8.0,8.0,3.0,0.23027539617462114,-0.8661272442912719
364.0,1.0,27.0,6.0,2.0,3.0,4.0,2.0,9.0,7.0,9.0,9.0,4.0,3.0,3.0,5.0,1.0,9.0,5.0,4.0,7.0,5.0,6.0,8.0,1.0,6.0,8.0,8.0,8.0,9.0,9.0,2.1931398003359455,-0.9220800391180012
365.0,1.0,30.0,1.0,1.0,1.0,2.0,1.0,7.0,3.0,3.0,9.0,9.0,10.0,8.0,4.0,8.0,8.0,1.0,5.0,7.0,9.0,10.0,5.0,5.0,8.0,8.0,2.0,9.0,9.0,9.0,-2.223027432371153,1.023652029322536
366.0,1.0,27.0,4.0,6.0,1.0,4.0,1.0,6.0,6.0,4.0,8.0,9.0,9.0,7.0,6.0,8.0,9.0,4.0,6.0,7.0,10.0,10.0,8.0,6.0,5.0,6.0,8.0,9.0,8.0,10.0,-2.4468509800775613,0.01637299433103953
367.0,1.0,27.0,6.0,3.0,3.0,4.0,1.0,6.0,7.0,8.0,8.0,5.0,5.0,3.0,4.0,8.0,5.0,6.0,3.0,3.0,7.0,8.0,7.0,2.0,8.0,7.0,7.0,8.0,7.0,5.0,1.6358848416270253,-1.5746907496453033
368.0,1.0,24.0,1.0,1.0,1.0,4.0,2.0,4.0,6.0,4.0,8.0,9.0,7.0,3.0,8.0,9.0,9.0,9.0,7.0,9.0,8.0,9.0,8.0,4.0,4.0,6.0,8.0,8.0,8.0,7.0,-2.3724295880438757,-0.49018798262956415
369.0,1.0,25.0,1.0,8.0,2.0,5.0,3.0,2.0,6.0,2.0,6.0,7.0,7.0,7.0,1.0,1.0,10.0,3.0,7.0,5.0,6.0,8.0,1.0,1.0,7.0,6.0,9.0,9.0,10.0,7.0,0.9221960520038408,3.122388815421023
370.0,1.0,28.0,7.0,4.0,3.0,4.0,1.0,7.0,8.0,7.0,7.0,6.0,6.0,3.0,1.0,6.0,7.0,2.0,2.0,2.0,5.0,9.0,4.0,1.0,7.0,8.0,6.0,9.0,9.0,9.0,2.5203824578603284,0.06226555484897654
371.0,1.0,27.0,3.0,1.0,5.0,7.0,1.0,10.0,7.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,6.0,10.0,10.0,1.0,7.0,6.0,10.0,8.0,10.0,10.0,10.0,1.8217995666288604,-1.2537076469620685
372.0,1.0,27.0,9.0,7.0,2.0,5.0,2.0,9.0,10.0,8.0,9.0,9.0,9.0,7.0,4.0,2.0,9.0,6.0,8.0,6.0,7.0,7.0,4.0,2.0,5.0,7.0,8.0,8.0,9.0,8.0,-0.3999937631923578,-0.055658909548403454
373.0,1.0,29.0,3.0,1.0,2.0,5.0,2.0,7.0,5.0,8.0,8.0,7.0,6.0,3.0,5.0,9.0,8.0,2.0,3.0,4.0,5.0,9.0,8.0,2.0,9.0,9.0,8.0,9.0,9.0,9.0,0.5385855136506289,-0.8007732427127842
374.0,1.0,30.0,6.0,6.0,2.0,4.0,2.0,10.0,10.0,8.0,7.0,8.0,8.0,5.0,5.0,6.0,5.0,6.0,9.0,10.0,9.0,8.0,4.0,4.0,7.0,6.0,7.0,6.0,7.0,7.0,-1.7156601579786355,-1.5876142821305266
375.0,1.0,27.0,3.0,2.0,1.0,3.0,1.0,9.0,8.0,5.0,8.0,4.0,4.0,2.0,2.0,7.0,5.0,6.0,5.0,6.0,3.0,6.0,7.0,3.0,5.0,8.0,9.0,9.0,8.0,9.0,2.308228701050826,-1.2774838682302616
376.0,1.0,25.0,10.0,7.0,2.0,5.0,2.0,4.0,1.0,4.0,10.0,5.0,6.0,7.0,7.0,3.0,3.0,9.0,7.0,9.0,5.0,6.0,9.0,5.0,5.0,6.0,10.0,8.0,9.0,10.0,0.3835123703999854,-0.09611543189701886
377.0,1.0,26.0,3.0,2.0,1.0,5.0,1.0,7.0,9.0,6.0,6.0,3.0,3.0,1.0,7.0,8.0,6.0,8.0,5.0,8.0,7.0,8.0,6.0,2.0,6.0,7.0,8.0,8.0,7.0,7.0,1.0942739867588702,-2.34422173781999
378.0,1.0,29.0,3.0,2.0,6.0,5.0,2.0,9.0,5.0,10.0,5.0,4.0,4.0,2.0,1.0,8.0,7.0,3.0,3.0,8.0,5.0,8.0,5.0,2.0,6.0,6.0,7.0,7.0,9.0,7.0,1.924637457803032,-0.5653419503288915
397.0,1.0,24.0,3.0,2.0,2.0,5.0,2.0,9.0,8.0,8.0,6.0,7.0,7.0,6.0,2.0,6.0,7.0,5.0,7.0,8.0,4.0,7.0,5.0,1.0,6.0,7.0,7.0,7.0,10.0,9.0,0.3106843867766221,-0.754327616649201
398.0,1.0,29.0,7.0,2.0,2.0,3.0,1.0,4.0,1.0,2.0,10.0,7.0,7.0,9.0,9.0,8.0,7.0,7.0,7.0,9.0,6.0,5.0,6.0,2.0,8.0,7.0,6.0,10.0,7.0,8.0,-0.8109619960175352,0.5690806663908085
399.0,1.0,29.0,1.0,1.0,2.0,4.0,2.0,9.0,2.0,9.0,9.0,9.0,9.0,7.0,3.0,5.0,9.0,1.0,6.0,7.0,8.0,10.0,3.0,8.0,7.0,9.0,9.0,9.0,9.0,9.0,-1.7947267042139958,0.9436279479626537
400.0,1.0,26.0,7.0,7.0,5.0,4.0,2.0,7.0,4.0,7.0,7.0,6.0,6.0,6.0,1.0,8.0,7.0,1.0,7.0,7.0,6.0,7.0,1.0,1.0,3.0,7.0,10.0,6.0,8.0,7.0,1.5567542979190403,1.4912039041615828
401.0,1.0,31.0,1.0,1.0,2.0,4.0,1.0,10.0,1.0,4.0,8.0,8.0,8.0,8.0,2.0,5.0,5.0,1.0,8.0,8.0,10.0,10.0,7.0,3.0,9.0,8.0,5.0,7.0,10.0,5.0,-2.1322753434202264,0.6592931529117338
